category,message,uz-UZ,oz-UZ,ru-RU,en-US,kk-UZ,tg-TG,kz-KZ,tm-TM,kg-KG
app,"{name} hozirda {university} oliygohining {department} bo'limida asosiy shtat birligida ishlamoqda","{name} hozirda {university} oliygohining {department} bo'linmasida asosiy shtat birligida ishlamoqda","{name} ҳозирда {university} олийгоҳининг {department} бўлинмасида асосий штат бирлигида ишламоқда","{name} в настоящее время работает по основному месту работы в подразделении {department} в {university}","{name} is currently working with primary job in {department} at {university}",,,,,
app,"{name} imtihonida test sessiyasi yakunlandi.","{name} imtihonida test sessiyasi yakunlandi","{name} имтиҳонида тест сессияси якунланди","Сессия тестирование по экзамену {name} окончена","Testing session for {name} exam is finished",,,,,
app,"{name} imtihonida test yakunlandi.","{name} imtihonida test yakunlandi","{name} имтиҳонида тест якунланди","Тест завершен для экзамена {name}","Test completed for exam {name}",,,,,
app,"Name of HEI","OTM nomi","ОТМ номи","Название ВУЗ","Name of HEI",,,,,
app,"Name of Methodical Publication","Uslubiy nash nomi","Услубий нашр номи","Название метод. работы",,,,,,
app,"Name of property","Int.mulk nomi","Инт.мулк номи",Название,,,,,,
app,"Name of Scientific Publication","Ilmiy ish nomi","Илмий иш номи","Название научной работы",,,,,,
app,"Name of Task","Topshiriq nomi","Топшириқ номи","Название задачи",,,,,,
app,"Name of Topic","Mavzu nomi","Мавзу номи","Название темы",,,,,,
app,Natija,Natija,Натижа,Результат,,,,,,
app,Natijalar,Natijalar,Натижалар,Результаты,Results,,,,,
app,Nationality,Millat,Миллат,Национальность,,,,,,
app,"Nazorat turlari","Nazorat turlari","Назорат турлари","Виды контроля",,,,,,
app,"Nazorat turlarining nomlari","Nazorat turlarining nomi","Назорат турларининг номи","Название видов контроля",,,,,,
app,"New Password","Yangi parol","Янги парол","Новый пароль",,,,,,
app,News,Yangiliklar,Янгиликлар,Новости,News,,,,,
app,"New Students","Yangi talaba","Янги талаба","Новый студент",,,,,,
app,"Next Curriculum","Ko'chirish o'quv reja","Кўчириш ўқув режа","Учебнқй план перевода","Transfer Curriculum",,,,,
app,"Next Department","Ko'chirish fakulteti","Кўчириш факультети","Переводимый факультет","Faculty for transfer",,,,,
app,"Next Education Form","Ko'chirish ta'lim shakli","Кўчириш таълим шакли","Вид образования для перевода","Transfer education type",,,,,
app,"Next Edu Information","Keyingi ta'lim ma'lumoti","Кейинги таълим маълумоти","Данные о следующем образовании","Next Edu Information",,,,,
app,"Next Group","Ko'chirish guruhi","Кўчириш гуруҳи","Переводимая группа","Transfer Group",,,,,
app,"Next Level","Keyingi kurs","Кейинги курс","След. курс",,,,,,
app,"Next Semester","Ko'chirish semestri","Кўчириш семестри","Семестр перевода","Transfer semester",,,,,
app,"Next Subject","O'tkaziladigan fan","Ўтказиладиган фан","Предмет для перевода","Course for transfer",,,,,
app,No,Yo'q,Йўқ,Нет,,,,,,
app,NO,YO'Q,ЙЎҚ,НЕТ,NO,,,,,
app,№,№,№,№,,,,,,
app,"No Contract Debt",Yo'q,Йўқ,Нет,No,,,,,
app,"No scholarship can be awarded for this period.","Ushbu davr uchun stipendiya berilmaydi","Ушбу давр учун стипендия берилмайди","В этот период стипендия не выплачивается.","No scholarship can be awarded for this period",,,,,
app,"No students found","Yuklanayotgan ro'yxatda to'lovlari kiritilmagan talabalar topilmadi","Юкланаётган рўйхатда тўловлари киритилмаган талабалар топилмади","В загружаемом списке ни одного студента не найдено с не веденной суммой","No students were found in the upload list with an amount not entered",,,,,
app,"Not Access",Yo'q,Йўқ,Нет,,,,,,
app,"Not a Graduate Student","Bitiruvchi emas","Битирувчи эмас","Не выпускник","Not a graduate",,,,,
app,"Not all responsiple have yet marked the circulation sheet","Aylanma varaqa barch mas'ullar tomonidan tasdiqlab bo'lmagan","Айланма варақа барча масъуллар томонидан тасдиқланиб бўлмаган","Обходной лист не одобрена всеми ответственными лицами","Circulation sheet not approved by all responsible persons",,,,,
app,"Not Checked",Tekshirilmagan,,,,,,,,
app,"Not Found","Mavjud emas",,,,,,,,
app,"Notification Edit","E'lonni tahrirlash","Эълонни таҳрирлаш","Изменить объявление","Announcement Edit",,,,,
app,"Notification Index","E'lon va yangiliklar","Эълон ва янгиликлар","Объявления и новости",Announcements,,,,,
app,Notifications,E'lonlar,Эълонлар,Объявления,Announcements,,,,,
app,"Notification `{title}` created successfully.","`{title}` e'loni muvaffaqiyatli yaratildi","`{title}` эълони муваффақиятли яратилди","Объявление `{title}` создано успешно","Announcement `{title}` created successfully",,,,,
app,"Notification `{title}` deleted successfully","`{title}` e'loni muvaffaqiyatli o'chirildi","`{title}` эълони муваффақиятли ўчирилди","Объявление `{title}` удалено успешно","Announcement `{title}` deleted successfully",,,,,
app,"Notification `{title}` updated successfully.","`{title}` e'loni muvaffaqiyatli o'zgartirildi","`{title}` эълони муваффақиятли ўзгартирилди","Объявление `{title}` изменено успешно","Announcement `{title}` updated successfully",,,,,
app,"Not Responded","Javob berilmadi","Жавоб берилмади","Не ответил","Not Responded",,,,,
app,"Not Set",Yo'q,Йўқ,Нет,"Not Set",,,,,
app,"Not Signed",Imzolanmagan,Имзоланмаган,"Не подписано","Not Signed",,,,,
app,"No updates","Diplom blanklari bo'yicha o'zgarishlar yo'q","Диплом бланклари бўйича ўзгаришлар йўқ","Нет никаких изменений по бланкам дипломов","There are no changes in the diploma blanks",,,,,
app,November,Noyabr,Ноябрь,Ноябрь,November,,,,,
app,Noyabr,Noyabr,Ноябрь,Ноябрь,November,,,,,
app,Number,"Buyruq raqami","Буйруқ рақами","Номер приказа","Order Number",,,,,
app,"{number} call sheet has been deleted","Chaqiruv varag'i № {number} muvaffaqiyatli o'chirildi","Чақирув варағи № {number} муваффақиятли ўчирилди","Пригласительный лист с номером {number} успешно удален","Invitation letter with number {number} has been deleted",,,,,
app,"{number} certificate has been deleted","Talaba guvohnomasi {number} muvaffaqiyatli oʻchirildi","Талаба гувоҳномаси {number} муваффақиятли ўчирилди","Студенческий билет {number} успешно удален.","Student ID card {number} has been successfully deleted",,,,,
app,"{number} foreign certificate has been deleted","{number} raqamli sertifikat muvaffaqiyatli o'chirildi","{number} рақамли сертификат муваффақиятли ўчирилди","Сертификат с номером {number} успешно удален","Certificate with number {number} has been deleted",,,,,
app,"{number} invoice has been deleted","{number} raqamli schet faktura muvaffaqiyatli o'chirildi","{number} рақамли счет-фактура муваффақиятли ўчирилди","Счет-фактура с номером {number} успешно удалено","Invoice with number {number} has been deleted",,,,,
app,"{number} month has been deleted","Stipendiya {number} muvaffaqiyatli o'chirildi","Стипендия {number} муваффақиятли ўчирилди","Стипендия {number} успешно удалена","Stipend {number} successfully deleted",,,,,
app,"Number of Contract","Shartnoma raqami","Шартнома рақами","Номер контракта",,,,,,
app,"Number of students who passed the assignment {mark}. Would you like to transfer them for evaluation?","{mark} nafar talaba topshiriqlar bo'yicha baholangan. Ularning baholarini qaydnomaga ko'chirishni istaysizmi?","{mark} нафар талаба топшириқлар бўйича баҳоланган. Уларнинг баҳоларини қайдномага кўчиришни истайсизми?","{mark} студентам были выставлены оценки по заданиям. Хотите перенести их оценки в ведомость?",,,,,,
app,"Number of week","Hafta raqami","Ҳафта рақами","Номер недели","Week Number",,,,,
app,"{number} raqamli shaxsiy grafik o'chirildi","{number} raqamli shaxsiy qaydnoma muvaffaqiyatli o'chirildi","{number} рақамли шахсий қайднома муваффақиятли ўчирилди","Индивидуальная ведомость с номером {number} успешно удалена","Personal sheet with number {number} successfully deleted",,,,,
app,Numbers,"Int. mulk raqami","Инт. мулк рақами","Номер патента",,,,,,
app,"{number} scholarship has been deleted","Talaba stipendiyasi {number} muvaffaqiyatli o'chirildi","Талаба стипендияси {number} муваффақиятли ўчирилди","Стипендия студента {number} успешно удалена","Student scholarship {number} successfully deleted",,,,,
app,"{number} subject detail has been deleted","Fanning {number} mashg'ulot turi muvaffaqiyatli o'chirildi","Фаннинг {number} машғулот тури муваффақиятли ўчирилди","Вид занятия для предмета {number} успешно удален","Lesson type of subject {number} has been deleted",,,,,
app,"{number} subject exam has been deleted","Fanning {number} nazorat turi muvaffaqiyatli o'chirildi","Фаннинг {number} назорат тури муваффақиятли ўчирилди","Вид контроля для предмета {number} успешно удален","Exam type of subject {number} has been deleted",,,,,
app,"{number}-Tanlov fanlar","{number}-Tanlov fanlar","{number}-Танлов фанлар","{number}-Предмет по выбору","{number}-Elective course",,,,,
app,"{number} transcript has been deleted","Transkript {number} muvaffaqiyatli o'chirildi","Транскрипт {number} муваффақиятли ўчирилди","Транскрипт {number} муваффақиятли ўчирилди","Transcript {number} has been successfully deleted",,,,,
app,"Oauth Client  [{name}] created successfully","oAuth kliyenti [{name}] muvaffaqiyatli yaratildi","oAuth клиенти [{name}] муваффақиятли яратилди","Клиент oAuth [{name}] успешно создан","oAuth Client  [{name}] created successfully",,,,,
app,"Oauth client {name} is revoked successfully","oAuth kliyenti {name} muvaffaqiyatli bekor qilindi","oAuth клиенти {name} муваффақиятли бекор қилинди","Клиент oAuth {name} успешно отменен","oAuth client {name} is revoked successfully",,,,,
app,"Oauth client [{name}] secret is regenerated successfully","oAuth kliyenti [{name}] maxfiy kodi muvaffaqiyatli qayta yaratildi","oAuth клиенти [{name}] махфий коди муваффақиятли қайта яратилди","Секретный код oAuth клиента [{name}] успешно сгенерирован","oAuth client [{name}] secret code is regenerated successfully",,,,,
app,"Oauth Client  [{name}] updated successfully","oAuth kliyenti [{name}] muvaffaqiyatli o'zgartirildi","oAuth клиенти [{name}] муваффақиятли ўзгартирилди","Клиент oAuth [{name}] успешно обновлен","oAuth Client  [{name}] updated successfully",,,,,
app,"O'chirilgan xabarlar yo'q","O'chirilgan xabarlar mavjud emas","Ўчирилган хабарлар мавжуд эмас","Отсутствуют удаленные сообщения",,,,,,
app,October,Oktyabr,Октябрь,Октябрь,October,,,,,
app,"Oʻquv guruhi va yoʻnalishi","Oʻquv guruhi va yoʻnalishi","Ўқув гуруҳи ва йўналиши","Группа и навправление","Group and major",,,,,
app,"Oʻquv yili, semestr","Oʻquv yili, semestr","Ўқув йили, семестр","Учебный год, семестр","Academic year, semester",,,,,
app,OK,OK,OK,OK,,,,,,
app,Oktyabr,Oktyabr,Октябрь,Октябрь,October,,,,,
app,"Old Uid","Eski Uid","Эски Uid","Старый Uid","Old Uid",,,,,
app,"Oliy ta’lim muassasalari ro‘yxati","Oliy ta’lim muassasalari ro‘yxati","Олий таълим муассасалари рўйхати","Список высших образовательных учреждений",,,,,,
app,"Oliy ta'lim muassasasida baholash tizimi","Oliy ta’lim muassasasida baholash tizimi","Олий таълим муассасасида баҳолаш тизими","Система оценивания в высшем образовании","Grading system at higher education institution",,,,,
app,"Oliy ta’lim muassasasining rekvizitlari: pochta manzili, shahar, ko‘cha, uy raqami, telefonlari, elektron pochta manzili","Oliy ta’lim muassasasining rekvizitlari: pochta manzili, shahar, ko‘cha, uy raqami, telefonlari, elektron pochta manzili","Олий таълим муассасасининг реквизитлари: почта манзили, шаҳар, кўча, уй рақами, телефонлари, электрон почта манзили","Реквизиты высшего учебного заведения: почтовый адрес, город, улица, номер дома, телефоны, адрес электронной почты","Requisites of higher education institution: postal address, city, street, house number, telephone number, e-mail address",,,,,
app,"Oliy ta’lim muassasasi tashkiliy shakli nomi","Oliy ta’lim muassasasi tashkiliy shakli nomi","Олий таълим муассасаси ташкилий шакли номи","Название организационной формы высших образовательных учреждений",,,,,,
app,"Oliy ta’lim muassasasi tashkiliy shakllari","Oliy ta’lim muassasasi tashkiliy shakllari","Олий таълим муассасаси ташкилий шакллари","Организационные формы высших образовательных учреждений",,,,,,
app,"Olympiad Date","Tanlov sanasi","Танлов санаси","Дата соревнования","Contest Date",,,,,
app,"Olympiad Name","Tanlov / Musobaqa nomi","Танлов / Мусобақа номи","Название сорвнование","Contest / Olympiad Name",,,,,
app,"Olympiad Place","Tanlov / Musobaqa joyi","Танлов / мусобақа жойи","Место проведения конкурса","Competition venue",,,,,
app,"Olympiad Section Name","Sektsiya nomi","Секция номи","Название секции","Section Name",,,,,
app,"Olympiad Type","Tanlov turi","Танлов тури","Статус конкурса","Contest Type",,,,,
app,ON,ON,ОН,ПК,,,,,,
app,"One Education Year","Yillik GPA","Йиллик GPA","Годовой GPA","Annual GPA",,,,,
app,Opened,Ochilgan,Очилган,Открыт,,,,,,
app,"Opened At",Ochilgan,Очилган,"Открыт в",,,,,,
app,"Open Edit",Tahrirlash,Таҳрирлаш,Редактировать,Edit,,,,,
app,"Option {number}","Variant {number}","Вариант {number}","Вариант {number}","Option {number}",,,,,
app,Options,Opsiya,Опция,Опции,,,,,,
app,O'qish,O'qish,Ўқиш,Обучение,,,,,,
app,"O‘qishdan chetlashtirildi","O‘qishdan chetlashtirildi","Ўқишдан четлаштирилди","Отчисление с учебы","Expulsion from the university",,,,,
app,"O‘qish davomida topshirilgan fanlar soni","O‘qish davomida topshirilgan fanlar soni","Ўқиш давомида топширилган фанлар сони","Количество изученных предметов","Number of courses taken",,,,,
app,"O'qishga kirgan sanasi","O'qishga kirgan sanasi","Ўқишга кирган санаси","Дата поступления","Admission date",,,,,
app,"O'qishga kiruvchilarga qo'yiladigan talab(lar)","O‘qishga kiruvchilarga qo‘yiladigan talab(lar)","Ўқишга кирувчиларга қўйиладиган талаб(лар)","Требования к приему студентов","Admission requirement(s)",,,,,
app,"O‘qishga tiklandi","O‘qishga tiklandi","Ўқишга тикланди",Восстановление,Readmission,,,,,
app,"O'qituvchi F.I.SH","O'qituvchi F.I.SH","Ўқитувчи Ф.И.Ш.","Ф.И.О. преподавателя","Teacher Name",,,,,
app,"O‘qituvchilar yutuqlari turlari","O‘qituvchilar yutuqlari turlari","Ўқитувчилар ютуқлари турлари","Виды достижений преподавателей",,,,,,
app,"O‘qituvchilar yutuqlari turlarining nomlari","O‘qituvchilar yutuqlari turlarining nomi","Ўқитувчилар ютуқлари турларининг номи","Название видов достижений преподавателей",,,,,,
app,"O‘qituvchi lavozimi turlarining nomlari","O‘qituvchilar lavozimi turlarining nomi","Ўқитувчилар лавозими турларининг номи","Название видов должностей преподавателей",,,,,,
app,"O'qituvchi: {name}","O'qituvchi: {name}","Ўқитувчи: {name}","Преподаватель: {name}",,,,,,
app,"O‘qituvchi statusi nomlari","O‘qituvchi statuslari nomi","Ўқитувчи статуслари номи","Название статусов преподавателей",,,,,,
app,"O‘qituvchi statuslari turlari","O‘qituvchi statuslari turlari","Ўқитувчи статуслари турлари","Виды статусов преподавателей",,,,,,
app,"O‘quv auditoriyalari turlari","O‘quv auditoriyalari turlari","Ўқув аудиториялари турлари","Виды учебных аудиторий",,,,,,
app,"O‘quv auditoriyalar turlarining nomlari","O‘quv auditoriyalari turlarining nomi","Ўқув аудиториялари турларининг номи","Название типов учебных аудиторий",,,,,,
app,"O'quv faoliyati","O'quv faoliyati","Ўқув фаолияти","Учебная деятельность",Education,,,,,
app,"O‘quv grafigi xaftalarining turlari","O‘quv grafigi xaftalarining turlari","Ўқув графиги хафталарининг турлари","Виды недель учебного графика",,,,,,
app,"O‘quv grafigi xaftalari turlarining","O‘quv grafigi xaftalari turlarining nomi","Ўқув графиги хафталари турларининг номи","Название видов недель учебного графика",,,,,,
app,"O‘quv kursi nomlari","O‘quv kurs nomi","Ўқув курс номи","Название учебного курса",,,,,,
app,"O‘quv kurslari","O‘quv kurslari","Ўқув курслари","Учебные курсы",,,,,,
app,"O'quv laboratoriyalari","O'quv laboratoriyalari","Ўқув лабораториялари","Учебные лаборатории","Teaching Labs",,,,,
app,"O‘quv mashg‘ulotlari turlari","O‘quv mashg‘ulotlari turlari","Ўқув машғулотлари турлари","Виды учебных занятий",,,,,,
app,"O‘quv mashg‘ulotlari turlarining nomlari","O‘quv mashg‘ulotlari turlarining nomi","Ўқув машғулотлари турларининг номи","Название видов учебных занятий",,,,,,
app,"O'quv materiallari","O'quv materiallari","Ўқув материаллари","Учебные материалы","Learning materials",,,,,
app,"O'quv materiallarini yaratish darajasi (ballda)","O'quv materiallarini yaratish darajasi (ball)","Ўқув материалларини яратиш даражаси (балл)","Уровень создания учебных материалов (баллы)","Level of creating learning materials (points)",,,,,
app,"O‘quv reja fanlar bloklari","O‘quv reja fanlar bloklari","Ўқув режа фанлар блоклари","Блоки предметов учебного плана",,,,,,
app,"O‘quv reja fanlar bloklari nomlari","O‘quv reja fanlar bloklari nomlari","Ўқув режа фанлар блоклари номлари","Название блоков предметов учебного плана",,,,,,
app,"O‘quv rejaning bajarilishi","O‘quv rejaning bajarilishi","Ўқув режанинг бажарилиши","Выполнение учебного плана","Implementation of the curriculum",,,,,
app,"O'quv ustaxonalari va laboratoriyalari bilan ta'minlanganlik holati (ballda)","Ta'minlanganlik holati (ball)","Таъминланганлик ҳолати (балл)","Уровень обеспеченности (балл)","level of provision (ball)",,,,,
app,"Order Date","Hujjat sanasi","Ҳужжат санаси","Дата документа",,,,,,
app,Ordered,Berilgan,Берилган,Выдан,Ordered,,,,,
app,"Order Number","Hujjat raqami","Ҳужжат рақами","Номер документа",,,,,,
app,"Order Number & Date",Qaror,Қарор,Решение,,,,,,
app,"Ordinator status",Ordinator,Ординатор,Ординатор,Ordinator,,,,,
app,"Ordinature Specialty","Ordinatura mutaxassisligi","Ординатура мутахассислиги","Специальности ординатуры","Ordinature Specialty",,,,,
app,Organization,"Tashkilot nomi","Ташкилот номи","Название организации","Organization Name",,,,,
app,original,original,оригинал,оригинал,original,,,,,
app,"Original diploma",Original,Оригинал,Оригинал,Original,,,,,
app,"Originality Percent","Originallik foizi","Оригиналлик фоизи","Процент оригинальности","Originality Percent",,,,,
app,"O'rtacha baho (ball)","O'rtacha baho (ball)","Ўртача баҳо (бал)","Средняя оценка (бал)","Average Grade (points)",,,,,
app,"O‘rtacha ball","O‘rtacha ball","Ўртача балл","Средний балл","Average score",,,,,
app,Ortga,Ortga,Ортга,Назад,Back,,,,,
app,O'tdi,O'tdi,Ўтди,Зачет,Passed,,,,,
app,Other,"Avvalgi ta'lim ma'lumoti","Аввалги таълим маълумоти","Информация о предыдущем образовании",,,,,,
app,"Other Contract","Shartnoma (Boshqa)","Шартнома (Бошқа)","Контракт (Другое)","Contract (Other)",,,,,
app,"Other Examtable","Boshqa nazoratlar","Бошқа назоратлар","Другие контроль",,,,,,
app,"Other info placeholder","2011 - 2014, Romitan axborot texnologiyalari kolleji, K № 3508899","2011 - 2014, Ромитан ахборот технологиялари коллежи, K № 3508899","2011 - 2014, Ромитанский колледж информационных технологий, K № 3508899","2011 - 2014, Romitan College of Information Technology, K № 3508899",,,,,
app,O'tmadi,O'tmadi,Ўтмади,Незачет,Fail,,,,,
app,"OTM bo‘linmalari turlari","OTM bo‘linmalari turlari","ОТМ бўлинмалари турлари","Виды подразделений ВУЗа",,,,,,
app,"OTM bo‘linma turlari","OTM bo‘linmalari turlari","ОТМ бўлинмалари турлари","Виды подразделений ВУЗа",,,,,,
app,"OTMdagi lavozimlar turlari","OTMdagi lavozimlar turlari","ОТМдаги лавозимлар турлари","Виды должностей в вузе",,,,,,
app,"OTM granti","OTM granti","ОТМ гранти","Грант ВУЗа","HEI grant",,,,,
app,"OTM mulkchilik shakllari","OTM mulkchilik shakllari","ОТМ мулкчилик шакллари","Формы собственности ВУЗа",,,,,,
app,"Outbox Request","Chiqish so'rovlari","Чиқиш сўровлари","Исходящие запросы","Outbox Request",,,,,
app,"Outgoing Exchange","Ketgan talaba","Кетган талаба","Исходящий обмен","Outgoing Exchange",,,,,
app,"Outside Activity","Tashqi mashg'ulotlar","Ташқи машғулотлар","Внеаудиторные занятия","Outside Activity",,,,,
app,"Outside Activity Koef","Tashqi yuklama","Ташқи юклама","Внеаудиторная нарузка","Outside Activity",,,,,
app,Outsider,"Tashqi ijrochi","Ташқи ижрочи","Внешний исполнитель",,,,,,
app,Overall,Umumiy,Умумий,Общий,,,,,,
app,Ownership,"OTM turi","OTM тури","Вид ВУЗа",,,,,,
app,Oylar,Oylar,Ойлар,Месяцы,Month,,,,,
app,O'zbekcha,O‘zbekcha,O‘zbekcha,O‘zbekcha,,,,,,
app,"O'zgarishlar tarixi","O'zgarishlar tarixi","Ўзгаришлар тарихи","История изменений","History of change",,,,,
app,O'zlashtirgan,O'zlashtirgan,Ўзлаштирган,Освоен,,,,,,
app,"O'zlashtirish ko'rsatkichi","O'zlashtirish ko'rsatkichi","Ўзлаштириш кўрсаткичи",Балл,Grade,,,,,
app,"Paid Amount",To'langan,Тўланган,Оплачено,"Paid Amount",,,,,
app,"Paid Contract Fee",To'landi,Тўланди,Оплачено,Paid,,,,,
app,"Paid Contract Fee [{code}] created successfully","Shartnoma to'lovi [{code}] muvaffaqiyatli kiritildi","Шартнома тўлови [{code}] муваффақиятли киритилди","Оплата по контракту [{code}] успешно добавлена",,,,,,
app,"Paid Contract Fee [{code}] is deleted successfully","Shartnoma to'lovi [{code}] muvaffaqiyatli o'chirildi","Шартнома тўлови [{code}] муваффақиятли ўчирилди","Оплата по контракту [{code}] успешно удалена",,,,,,
app,"Paid Contract Fee [{code}] updated successfully","Shartnoma to'lovi [{code}] muvaffaqiyatli o'zgartirildi","Шартнома тўлови [{code}] муваффақиятли ўзгартирилди","Оплата по контракту [{code}] успешно обновлена",,,,,,
app,"Paid Credit Amount","To'langan summa","Тўланган сумма","Оплаченная сумма","Paid Credit",,,,,
app,"Paid Summa","To'langan summa","Тўланган сумма",Оплачено,"Paid Summa",,,,,
app,Pair,Juftlik,Жуфтлик,Пара,Pair,,,,,
app,Parameter,"Nashr parametrlari","Нашр параметрлари","Параметры публикации",,,,,,
app,"Parameter of contract configured for this student.","Shartnoma parametrlari qayta shakllantirildi","Шартнома параметрлари қайта шакллантирилди","Изменены параметры контракта",,,,,,
app,Parent,"Ta'lim sohasi","Таълим соҳаси","Область образования",,,,,,
app,"Parent Classifier","Ota klassifikator","Ота классификатор","Родительский классификатор",,,,,,
app,"Parent Code","Ta'lim sohasi kodi","Таълим соҳаси коди","Код области образования",,,,,,
app,"Parent Phone","Ota-onasi telefoni","Ота-онаси телефони","Телефон родителей","Parent's Phone",,,,,
app,"Parol muvaffaqqiyatli yangilandi","Parol muvaffaqqiyatli yangilandi","Парол муваффақиятли янгиланди","Пароль успешно обновлен","Password successfully updated",,,,,
app,"Parolni yangilash","Parolni o'zgartirish","Паролни ўзгартириш","Изменить пароль","Change password",,,,,
app,"Parolni yangilash so'rovi muddati tugagan","Parolni yangilash so'rovi muddati tugagan","Паролни янгилаш сўрови муддати тугаган","Срок действия запроса на сброс пароля истек","The password reset request has expired",,,,,
app,"Pasport ma'lumotlari topilmadi","Pasport ma'lumotlari topilmadi","Паспорт маълумотлари топилмади","Паспортные данные не найдены","Passport data not found",,,,,
app,Passed,O'tdi,Ўтди,Зачет,Passed,,,,,
app,"Passed Status","O'tgan status","Ўтган статус","Полученный статус",,,,,,
app,"Passing Score","O'tish bali","Ўтиш бали","Проходной балл","Passing Score",,,,,
app,Passport,Pasport,Паспорт,Паспорт,Passport,,,,,
app,"Passport berilgan sanani kiriting","Passport berilgan sanani kiriting","Паспорт берилган санани киритинг","Введите дата выдачи паспорта","Enter passport issue date",,,,,
app,"Passport data",Pasport,Паспорт,Паспорт,Passport,,,,,
app,"Passport data not found","Pasport ma'lumotlari topilmadi","Паспорт маълумотлари топилмади","Паспортные данные не найдены","Passport data not found",,,,,
app,"Passport Date","Pasport berilgan sana","Паспорт берилган сана","Дата выдачи паспорта","Passport issue date",,,,,
app,"Passport Information","Passport ma'lumoti","Паспорт маълумоти","Паспортные данные",,,,,,
app,"Passport information of `{name}` doctorate student updated successfully.","Ilmiy tadqiqotchi `{name}` ning  pasport ma'lumotlari muvaffaqiyatli o'zgartirildi","Илмий тадқиқотчи `{name}` нинг паспорт маълумотлари муваффақиятли ўзгартирилди","Паспортные данные соискателя `{name}` успешно обновлены",,,,,,
app,"Passport information of `{name}` employee updated successfully.","Xodim `{name}` ning pasport ma'lumotlari muvaffaqiyatli o'zgartirildi","Хадим `{name}` нинг паспорт маълумотлари муваффақиятли ўзгартирилди","Паспортные данные сотрудника `{name}` успешно обновлены",,,,,,
app,"Passport information of `{name}` student updated successfully.","`{name}` ning pasport ma'lumotlari muvaffaqiyatli o'zgartirildi","`{name}` нинг паспорт маълумотлари муваффақиятли ўзгартирилди","Паспортные данные студента `{name}` успешно обновлены",,,,,,
app,"Passport ma'lumotlari topildi","Passport ma'lumotlari topildi","Паспорт маълумотлари топилди","Паспортные данные найдены","Passport information found",,,,,
app,"Passport Number","Pasport raqami","Паспорт рақами","Номер паспорта","Passport Number",,,,,
app,"Passport Pin",JSHSHIR-kod,ЖШШИР-код,ПИНФЛ-код,PIN,,,,,
app,"Passport PNFL raqamini kiriting","Pasportning JSHSHIR raqamini kiriting","Паспортнинг ЖШШИР рақамини киритинг","Введите ПНФЛ код паспорта","Enter personal ID code of passport",,,,,
app,"Passport raqamni parol sifatida ishlatmang!","Passport raqamni parol sifatida ishlatmang!","Паспорт рақамини парол сифатида ишлатманг!","Не используйте номер паспорта в качестве пароля!","Do not use your passport number as a password!",,,,,
app,"Passport seriya va raqamni kiriting","Passport seriya va raqamni kiriting","Паспорт серия ва рақамини киритинг","Введите серия и номер паспорта","Enter the Passport serial and number",,,,,
app,Password,Parol,Парол,Пароль,,,,,,
app,"Password and profile updated successfully","Parol va profil muvaffaqiyatli o'zgartirildi","Парол ва профил муваффақиятли ўзгартирилди","Пароль и профиль успешно обновлены","Password and profile updated successfully",,,,,
app,"Password Confirmation","Parol tasdig‘i","Парол тасдиғи","Подтверждение пароля",,,,,,
app,"Password Date","Parol sanasi","Парол санаси","Дата пароля","Password Date",,,,,
app,"Password for EduImzo API","EduImzo API uchun parol","EduImzo API учун пароль","Пароль для EduImzo API","Password for EduImzo API",,,,,
app,"Password for HEMIS","HEMIS uchun parol","HEMIS учун парол","Пароль для HEMIS",,,,,,
app,"Password for SaiEdu API","SaiEdu API bilan autentifikatsiya paroli","SaiEdu API билан аутентификация пароли","Пароль для аутентификации с SaiEdu API","Password for SaiEdu API",,,,,
app,"Password for WebImzo API","WebImzo API uchun parol","WebImzo API учун парол","Пароль для WebImzo API","Password for WebImzo API",,,,,
app,"Password `{name}` updated successfully.","`{name}` ning paroli muvaffaqiyatli o'zgartirildi","`{name}` нинг пароли муваффақиятли ўзгартирилди","Пароль `{name}` успешно обновлен.",,,,,,
app,"Password of {name} reset successfully","{name} paroli muvaffaqiyatli bekor qilindi","{name} пароли муваффақиятли бекор қилинди","Пароль пользователя {name} успешно сброшен",,,,,,
app,"Password Reset Date","Parolni bekor qilish sanasi","Паролни бекор қилиш санаси","Дата сброса пароля",,,,,,
app,"Password Reset Token","Parolni bekor qilish tokeni","Паролни бекор қилиш токени","Токен для сброса пароля",,,,,,
app,"Password to authenticate for Ministry Billing","Vazirlik Billing tizimi bilan autentifikatsiya paroli","Вазирлик биллинг тизими билан аутентификация пароли","Пароль для аутентификации с биллингом министерство","Password to authenticate for Ministry Billing",,,,,
app,"Password to authenticate for Stat API","Stat API uchun autentifikatsiya qilish paroli","Stat API учун аутентификация қилиш пароли","Пароль для аутентификации для Stat API","Password to authenticate for Stat API",,,,,
app,"Password updated successfully","Parol muvaffaqiyatli o'zgartirildi","Парол муваффақиятли ўзгартирилди","Пароль успешно обновлена",,,,,,
app,"Password Valid","Parol to'g'ri","Парол тўғри","Пароль действителен","Password Valid",,,,,
app,Patent,Patent,Патент,Патент,Patent,,,,,
app,Path,Yo‘l,Йўл,Путь,,,,,,
app,"Patient Type","Int. mulk turi","Инт. мулк тури","Вид патента",,,,,,
app,"Payment Comment","To'lov izohi","Тўлов изоҳи","Комментарий к платежу","Payment Comment",,,,,
app,"Payment Date","To'lov sanasi","Тўлов санаси","Дата оплаты",,,,,,
